,TCGA-A6-2671-01A,TCGA-A6-2674-01A,TCGA-A6-2676-01A,TCGA-A6-2677-01A,TCGA-A6-2677-01B,TCGA-A6-2678-01A,TCGA-A6-2679-01A,TCGA-A6-2680-01A,TCGA-A6-2681-01A,TCGA-A6-2682-01A,TCGA-A6-2683-01A,TCGA-A6-2684-01A,TCGA-A6-2684-01C,TCGA-A6-3807-01A,TCGA-A6-3808-01A,TCGA-A6-3809-01A,TCGA-A6-3809-01B,TCGA-A6-3810-01A,TCGA-A6-3810-01B,TCGA-A6-5656-01A,TCGA-A6-5656-01B,TCGA-A6-5659-01A,TCGA-A6-5659-01B,TCGA-A6-6141-01A,TCGA-A6-6650-01A,TCGA-A6-6650-01B,TCGA-A6-6780-01A,TCGA-A6-6780-01B,TCGA-A6-6781-01A,TCGA-A6-A565-01A,TCGA-A6-A566-01A,TCGA-A6-A567-01A,TCGA-A6-A56B-01A,TCGA-AA-3494-01A,TCGA-AA-3495-01A,TCGA-AA-3502-01A,TCGA-AA-3509-01A,TCGA-AA-3510-01A,TCGA-AA-3514-01A,TCGA-AA-3516-01A,TCGA-AA-3518-01A,TCGA-AA-3529-01A,TCGA-AA-3534-01A,TCGA-AA-3548-01A,TCGA-AA-3549-01A,TCGA-AA-3553-01A,TCGA-AA-3555-01A,TCGA-AA-3558-01A,TCGA-AA-3664-01A,TCGA-AA-3666-01A,TCGA-AA-3672-01A,TCGA-AA-3675-01A,TCGA-AA-3681-01A,TCGA-AA-3685-01A,TCGA-AA-3688-01A,TCGA-AA-3692-01A,TCGA-AA-3693-01A,TCGA-AA-3715-01A,TCGA-AA-3812-01A,TCGA-AA-3861-01A,TCGA-AA-3947-01A,TCGA-AA-3956-01A,TCGA-AA-3966-01A,TCGA-AA-3968-01A,TCGA-AA-3970-01A,TCGA-AA-3977-01A,TCGA-AA-3994-01A,TCGA-AA-A00N-01A,TCGA-AA-A00Q-01A,TCGA-AA-A00R-01A,TCGA-AA-A00U-01A,TCGA-AA-A00Z-01A,TCGA-AA-A010-01A,TCGA-AA-A01C-01A,TCGA-AA-A01D-01A,TCGA-AA-A01G-01A,TCGA-AA-A01I-01A,TCGA-AA-A01K-01A,TCGA-AA-A01P-01A,TCGA-AA-A01Q-01A,TCGA-AA-A01R-01A,TCGA-AA-A01S-01A,TCGA-AA-A01T-01A,TCGA-AA-A01V-01A,TCGA-AA-A01X-01A,TCGA-AA-A02K-01A,TCGA-AA-A02O-01A,TCGA-AA-A02R-01A,TCGA-AA-A02W-01A,TCGA-AA-A02Y-01A,TCGA-AA-A03F-01A,TCGA-AA-A03J-01A,TCGA-AA-A03J-11A,TCGA-AD-A5EJ-01A,TCGA-AD-A5EK-01A,TCGA-AY-4070-01A,TCGA-AY-4071-01A,TCGA-AY-A54L-01A,TCGA-AZ-4308-01A,TCGA-AZ-4313-01A,TCGA-AZ-4315-01A,TCGA-AZ-4614-01A,TCGA-AZ-4615-01A,TCGA-AZ-4681-01A,TCGA-AZ-4682-01B,TCGA-AZ-4684-01A,TCGA-AZ-6601-01A,TCGA-CA-5256-01A,TCGA-CA-6717-01A,TCGA-CA-6718-01A,TCGA-CK-4951-01A,TCGA-CM-4744-01A,TCGA-CM-4746-01A,TCGA-CM-4747-01A,TCGA-CM-4748-01A,TCGA-CM-4750-01A,TCGA-CM-4752-01A,TCGA-D5-6540-01A,TCGA-NH-A50T-01A,TCGA-NH-A50V-01A,TCGA-QG-A5YV-01A,TCGA-QG-A5YW-01A,TCGA-QG-A5YX-01A,TCGA-QG-A5Z1-01A,TCGA-QG-A5Z2-01A,TCGA-AF-2689-01A,TCGA-AF-2691-01A,TCGA-AF-2692-01A,TCGA-AF-3913-01A,TCGA-AG-3574-01A,TCGA-AG-3582-01A,TCGA-AG-3593-01A,TCGA-AG-3727-01A,TCGA-AG-3728-01A,TCGA-AG-3878-01A,TCGA-AG-3881-01A,TCGA-AG-3882-01A,TCGA-AG-3885-01A,TCGA-AG-3887-01A,TCGA-AG-3890-01A,TCGA-AG-3892-01A,TCGA-AG-3893-01A,TCGA-AG-3894-01A,TCGA-AG-3896-01A,TCGA-AG-3898-01A,TCGA-AG-3901-01A,TCGA-AG-3902-01A,TCGA-AG-3909-01A,TCGA-AG-3999-01A,TCGA-AG-4001-01A,TCGA-AG-4005-01A,TCGA-AG-4007-01A,TCGA-AG-4008-01A,TCGA-AG-4015-01A,TCGA-AG-A002-01A,TCGA-AG-A008-01A,TCGA-AG-A00C-01A,TCGA-AG-A00H-01A,TCGA-AG-A00Y-01A,TCGA-AG-A011-01A,TCGA-AG-A014-01A,TCGA-AG-A015-01A,TCGA-AG-A01L-01A,TCGA-AG-A01N-01A,TCGA-AG-A01W-01A,TCGA-AG-A01Y-01A,TCGA-AG-A020-01A,TCGA-AG-A032-01A,TCGA-EI-6917-01A,TCGA-F5-6814-01A,TCGA-BA-4074-01A,TCGA-BA-4075-01A,TCGA-BA-4076-01A,TCGA-BA-4077-01B,TCGA-BA-4078-01A,TCGA-BA-5149-01A,TCGA-BA-5151-01A,TCGA-BA-5153-01A,TCGA-BA-5555-01A,TCGA-BA-5556-01A,TCGA-BA-5557-01A,TCGA-BA-5558-01A,TCGA-BA-5559-01A,TCGA-BA-6869-01A,TCGA-BA-6872-01A,TCGA-BA-6873-01A,TCGA-BA-A4IH-01A,TCGA-BB-4223-01A,TCGA-BB-4224-01A,TCGA-BB-4225-01A,TCGA-BB-4228-01A,TCGA-CN-4722-01A,TCGA-CN-4725-01A,TCGA-CN-4727-01A,TCGA-CN-4729-01A,TCGA-CN-4730-01A,TCGA-CN-4731-01A,TCGA-CN-4733-01A,TCGA-CN-4734-01A,TCGA-CN-4735-01A,TCGA-CN-4736-01A,TCGA-CN-4737-01A,TCGA-CN-4738-01A,TCGA-CN-4739-01A,TCGA-CN-4740-01A,TCGA-CN-4741-01A,TCGA-CN-4742-01A,TCGA-CN-5355-01A,TCGA-CN-5356-01A,TCGA-CN-5360-01A,TCGA-CN-5361-01A,TCGA-CN-5363-01A,TCGA-CN-5364-01A,TCGA-CN-5365-01A,TCGA-CN-5366-01A,TCGA-CN-5367-01A,TCGA-CN-5369-01A,TCGA-CN-5373-01A,TCGA-CN-5374-01A,TCGA-CN-6011-01A,TCGA-CN-6013-01A,TCGA-CN-6017-01A,TCGA-CN-6018-01A,TCGA-CN-6019-01A,TCGA-CN-6989-01A,TCGA-CN-6994-01A,TCGA-CN-6996-01A,TCGA-CN-6998-01A,TCGA-CQ-5323-01A,TCGA-CQ-5325-01A,TCGA-CQ-5327-01A,TCGA-CQ-5329-01A,TCGA-CQ-5330-01A,TCGA-CQ-6219-01A,TCGA-CQ-6220-01A,TCGA-CQ-6221-01A,TCGA-CQ-6223-01A,TCGA-CQ-6224-01A,TCGA-CQ-6225-01A,TCGA-CQ-6228-01A,TCGA-CQ-6229-01A,TCGA-CQ-7065-01A,TCGA-CQ-7068-01A,TCGA-CR-5243-01A,TCGA-CR-5248-01A,TCGA-CR-5249-01A,TCGA-CR-5250-01A,TCGA-CR-6467-01A,TCGA-CR-6471-01A,TCGA-CR-6472-01A,TCGA-CR-6473-01A,TCGA-CR-6480-01A,TCGA-CR-6481-01A,TCGA-CR-6482-01A,TCGA-CR-6487-01A,TCGA-CR-6491-01A,TCGA-CR-7368-01A,TCGA-CR-7369-01A,TCGA-CR-7382-01A,TCGA-CR-7385-01A,TCGA-CR-7391-01A,TCGA-CR-7404-01A,TCGA-CV-5431-01A,TCGA-CV-5432-01A,TCGA-CV-5439-01A,TCGA-CV-5442-01A,TCGA-CV-5443-01A,TCGA-CV-5966-01A,TCGA-CV-5970-01A,TCGA-CV-5971-01A,TCGA-CV-5973-01A,TCGA-CV-5976-01A,TCGA-CV-5977-01A,TCGA-CV-6003-01A,TCGA-CV-6433-01A,TCGA-CV-6441-01A,TCGA-CV-6933-01A,TCGA-CV-6938-01A,TCGA-CV-6939-01A,TCGA-CV-6945-01A,TCGA-CV-6948-01A,TCGA-CV-6951-01A,TCGA-CV-6952-01A,TCGA-CV-6954-01A,TCGA-CV-6956-01A,TCGA-CV-6959-01A,TCGA-CV-6960-01A,TCGA-CV-6961-01A,TCGA-CV-7090-01A,TCGA-CV-7091-01A,TCGA-CV-7095-01A,TCGA-CV-7100-01A,TCGA-CV-7178-01A,TCGA-CV-7180-01A,TCGA-CV-7183-01A,TCGA-CV-7238-01A,TCGA-CV-7247-01A,TCGA-CV-7255-01A,TCGA-CV-7263-01A,TCGA-CV-7406-01A,TCGA-CV-7411-01A,TCGA-CV-7414-01A,TCGA-CV-7416-01A,TCGA-CV-7428-01A,TCGA-CV-7429-01A,TCGA-CV-7432-01A,TCGA-CV-7434-01A,TCGA-CX-7085-01A,TCGA-CX-7086-01A,TCGA-D6-6515-01A,TCGA-D6-6517-01A,TCGA-D6-6823-01A,TCGA-D6-6825-01A,TCGA-D6-6826-01A,TCGA-D6-6827-01A,TCGA-DQ-5624-01A,TCGA-DQ-5625-01A,TCGA-DQ-5629-01A,TCGA-DQ-5630-01A,TCGA-DQ-5631-01A,TCGA-DQ-7591-01A,TCGA-H7-7774-01A,TCGA-HD-7753-01A,TCGA-HD-7754-01A,TCGA-IQ-7632-01A,TCGA-IG-A3I8-01A,TCGA-IG-A3QL-01A,TCGA-IG-A3Y9-01A,TCGA-IG-A3YA-01A,TCGA-IG-A3YB-01A,TCGA-IG-A4P3-01A,TCGA-IG-A4QT-01A,TCGA-IG-A50L-01A,TCGA-IG-A51D-01A,TCGA-IG-A5B8-01A,TCGA-IG-A5S3-01A,TCGA-IG-A97I-01A,TCGA-JY-A93C-01A,TCGA-L5-A43C-01A,TCGA-L5-A43E-01A,TCGA-L5-A43H-01A,TCGA-L5-A43I-01A,TCGA-L5-A43J-01A,TCGA-L5-A43M-01A,TCGA-L5-A4OE-01A,TCGA-L5-A4OF-01A,TCGA-L5-A4OG-01A,TCGA-L5-A4OH-01A,TCGA-L5-A4OI-01A,TCGA-L5-A4OJ-01A,TCGA-L5-A4OM-01A,TCGA-L5-A4ON-01A,TCGA-L5-A4OP-01A,TCGA-L5-A4OR-01A,TCGA-L5-A4OS-01A,TCGA-L5-A4OT-01A,TCGA-L5-A891-01A,TCGA-L5-A8NE-01A,TCGA-L5-A8NN-01A,TCGA-L7-A56G-01A,TCGA-L7-A6VZ-01A,TCGA-LN-A49K-01A,TCGA-LN-A49L-01A,TCGA-LN-A49M-01A,TCGA-LN-A49N-01A,TCGA-LN-A49O-01A,TCGA-LN-A49P-01A,TCGA-LN-A49R-01A,TCGA-LN-A49S-01A,TCGA-LN-A49U-01A,TCGA-LN-A49V-01A,TCGA-LN-A49W-01A,TCGA-LN-A49X-01A,TCGA-LN-A49Y-01A,TCGA-LN-A4A1-01A,TCGA-LN-A4A2-01A,TCGA-LN-A4A3-01A,TCGA-LN-A4A4-01A,TCGA-LN-A4A6-01A,TCGA-LN-A4A8-01A,TCGA-LN-A4MR-01A,TCGA-LN-A5U5-01A,TCGA-LN-A8I1-01A,TCGA-LN-A9FQ-01A,TCGA-V5-A7RC-01B,TCGA-B7-5816-01A,TCGA-B7-5818-01A,TCGA-BR-4183-01A,TCGA-BR-4184-01A,TCGA-BR-4187-01A,TCGA-BR-4188-01A,TCGA-BR-4191-01A,TCGA-BR-4201-01A,TCGA-BR-4253-01A,TCGA-BR-4255-01A,TCGA-BR-4256-01A,TCGA-BR-4257-01A,TCGA-BR-4267-01A,TCGA-BR-4279-01A,TCGA-BR-4280-01A,TCGA-BR-4292-01A,TCGA-BR-4294-01A,TCGA-BR-4357-01A,TCGA-BR-4363-01A,TCGA-BR-4367-01A,TCGA-BR-4368-01A,TCGA-BR-4369-01A,TCGA-BR-4370-01A,TCGA-BR-6452-01A,TCGA-BR-6453-01A,TCGA-BR-6454-01A,TCGA-BR-6455-01A,TCGA-BR-6456-01A,TCGA-BR-6457-01A,TCGA-BR-6458-01A,TCGA-BR-6564-01A,TCGA-BR-6565-01A,TCGA-BR-6566-01A,TCGA-BR-6705-01A,TCGA-BR-6706-01A,TCGA-BR-6707-01A,TCGA-BR-6710-01A,TCGA-BR-6801-01A,TCGA-BR-6802-01A,TCGA-BR-6803-01A,TCGA-BR-6852-01A,TCGA-BR-7722-01A,TCGA-BR-8373-01A,TCGA-BR-8381-01A,TCGA-BR-8486-01A,TCGA-BR-8682-01A,TCGA-BR-8690-01A,TCGA-BR-A4J4-01A,TCGA-CD-5798-01A,TCGA-CD-5799-01A,TCGA-CD-5800-01A,TCGA-CD-5801-01A,TCGA-CD-5802-01A,TCGA-CD-5803-01A,TCGA-CD-5813-01A,TCGA-CD-8529-01A,TCGA-CG-4300-01A,TCGA-CG-4301-01A,TCGA-CG-4304-01A,TCGA-CG-4305-01A,TCGA-CG-4306-01A,TCGA-CG-4436-01A,TCGA-CG-4437-01A,TCGA-CG-4440-01A,TCGA-CG-4441-01A,TCGA-CG-4442-01A,TCGA-CG-4443-01A,TCGA-CG-4444-01A,TCGA-CG-4449-01A,TCGA-CG-4455-01A,TCGA-CG-4460-01A,TCGA-CG-4462-01A,TCGA-CG-4465-01A,TCGA-CG-4466-01A,TCGA-CG-4469-01A,TCGA-CG-4472-01A,TCGA-CG-4474-01A,TCGA-CG-4475-01A,TCGA-CG-4476-01A,TCGA-CG-4477-01A,TCGA-CG-5717-01A,TCGA-CG-5718-01A,TCGA-CG-5719-01A,TCGA-CG-5720-01A,TCGA-CG-5721-01A,TCGA-CG-5722-01A,TCGA-CG-5723-01A,TCGA-CG-5724-01A,TCGA-CG-5725-01A,TCGA-CG-5726-01A,TCGA-CG-5727-01A,TCGA-CG-5728-01A,TCGA-CG-5730-01A,TCGA-CG-5732-01A,TCGA-CG-5733-01A,TCGA-CG-5734-01A,TCGA-D7-5577-01A,TCGA-D7-5578-01A,TCGA-D7-5579-01A,TCGA-D7-6518-01A,TCGA-D7-6519-01A,TCGA-D7-6520-01A,TCGA-D7-6521-01A,TCGA-D7-6522-01A,TCGA-D7-6524-01A,TCGA-D7-6525-01A,TCGA-D7-6526-01A,TCGA-D7-6527-01A,TCGA-D7-6528-01A,TCGA-D7-6815-01A,TCGA-D7-6817-01A,TCGA-D7-6818-01A,TCGA-D7-6820-01A,TCGA-D7-6822-01A,TCGA-D7-8570-01A,TCGA-D7-A4YX-01A,TCGA-EQ-5647-01A,TCGA-F1-6177-01A,TCGA-F1-6874-01A,TCGA-F1-6875-01A,TCGA-FP-7998-01A,TCGA-HF-7136-01A,TCGA-HU-8245-01A,TCGA-HU-8608-01A,TCGA-HU-A4G6-01A,TCGA-HU-A4H0-01A,TCGA-IN-7806-01A
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66E-07,0,0,0,0,0,0,0,0,0.001189,0,0,0,0,0,0,0,0,0,0,0.001839,0,6.37E-06,6.94E-06,0,0,0.000144,0,0,0,0,0,0,0,0,0,0.000114,0,0,0,0,0,0,0,0,1.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09E-05,0,0,0,1.51E-05,0,0,0,0,0.018816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141,9.75E-05,1.39E-05,0,0,0,0,0,0,2.09E-06,1.83E-05,0,0,0,0,0,0,0,0,0,0,0,0.000189,0,0,9.25E-07,0.000538,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09E-05,0,0,0,4.15E-06,0.001436,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-05,2.45E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009565,0,0,0,0,0,0,0,0,0,0,0,0,0.001658,0,0,0,0,0,0,0,0,0,0,0.001597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000989,0,0,4.27E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0,0,8.97E-06,0,0,0,3.14E-06,3.47E-05,0.000456,0,0,0,0,0,0,0,0,0.000195,0.000304,0,0,0,0,0,5.35E-05,0,0,0,4.51E-05,0,0,0,0,0,0,0,0,0,0,5.47E-05,0,0,0,0,0,0,0,0,7.35E-05,0,0.000314,2.06E-05,0,0,0,0,0,0,0,0,0,0,0,0.00027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19E-05,0,0,0,0,0,0,0,0.000191,0,0,0,0,0,0,0,0,0,0,0,0,0.000153,0.012048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001356,8.48E-07,0,0.003436,0.161747,0,0,0,0,0.000685,0.00493,0,0.001706,0.026789,0,0.000418,0.08,0.002053,0,0.003436,0,0.001188,0.000426,0.018235,0.00018,0,0,0,0.02023,0,0.001695,0,0,0.038168,0.000633,0.171836,0,0,0,0.00744,0.09125,0,0.000201,0.000176,0,2.05E-05,6.23E-05,0,0.01539,0,0,0,0,0,0,0.000494,0,0.127646,0,0.032314,0.00025,0,0,9.64E-05,7.54E-06,0.000316,0,0.005305,0,0,0.001062,0.003037,0.001425,0.000352,0,0.00189,0,0,0,0.005168,0,0.016129,2.09E-05,0,0.193641,0,0.000562,0.000335,0,9.45E-05,0,0.002285,0.147301,0,0.001299,0.000747,0.131619,0.000716,0.001524,0.295107,0.105319,0.026646,0,3.80E-05,0.000894,0.003866,0,0,0.000619,0,0.001797,6.92E-05,2.88E-05,0.000111,0.171475,0,6.19E-06,0.000203,0.113242,0.045455,0,0.006579,0.203363,3.72E-05,0,0,0,0,0,0.137679,0,0,7.64E-05,0,0.084354,0,0,0.101314,0,0,0.416578,0,0,0.002602,0,0,0,0.001289,7.30E-05,0,0,0.365869,0,0.077454,0.002981,0,0,0,0,0,0.039773,0.000959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00E-05,0,0,0,0,0,0,0,0,0,0.004326,0,0,0.005682,0,0,0,0,0.005341,0,0,0.00036,0,0,0,0,0,0,0,0,0,0,0.014028,0,0.004525,0.004193,0,0,0,0,0,0,0,0.00581,6.89E-05,0,0,0.006623,0.000427,0,0,0,0,0,0,0,0.001006,0,0,0,0.004033,0,0,0.008236,0,0,0,0,0,0.004211,0,0,0,0,0,0,0,0,0.000443,0.002243,0.00087,0,0.008066,0,0,0,0,0,0,0,0,0.000644,0,0,0,0,0,0,0,0,0,0.000111,0,0,0,0,0.006156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000389,0,0.040505,8.90E-05,0,0.014815,0.000238,0.038182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0.003706,0,0,0,0.000838,0,0,0,0,0,0,0,0,0,0,0.000119,0,0,0,0
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E-06,0,0,4.57E-05,0,0,0,0,1.54E-05,0,0,0,1.32E-05,0,0,0,0,0,0,0.000305,3.16E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000716,0,0,0,0,0,0,8.02E-06,0,0,0,0,0,0,0,0,1.04E-05,0,0,0,0,0,5.73E-05,0,0.000123,7.60E-05,0,0,0,0,0,0,0,0,0,0,0.000299,0,0,0,0,0,0,0,0,0,0,0,0,1.73E-05,0,0,0,0,0,0,0,5.32E-05,0,1.91E-05,0,0.000108,1.09E-05,0,4.80E-05,0,9.38E-06,0,0,0,0,0,0,0,0,0,0,0,0,5.15E-05,9.73E-05,6.19E-06,3.08E-07,5.12E-05,0,0,0,0.000139,8.16E-05,0,0.000131,0,0,0,0.000378,0,0,0,0,1.64E-05,0,0,0.000217,0,0,5.89E-05,0,0,0,0,0,8.97E-06,0,0,0,0,0.000337,0,0.002711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96E-05,0,0,0,0,3.85E-06,0,0,0,0.000143,0,0,0,0,0,0,0,7.53E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141,0,0,0,0,0,0,0,0,0,0,0,0,4.12E-07,0,0,0,0,0,0,0,2.87E-06,0,0,0,0,0.000148,0,0,0,1.04E-06,0,0,0,0,0,0,0,0,0,0,0,0,0.000103,0,0,9.25E-07,0,0,0,0,2.01E-05,0,0,0,0,0,0,9.01E-05,0,0,0,0,0,0,0,0.000874,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14E-05,0,0.000217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0.000333,0,0,0,2.24E-05,1.48E-05,0.000898,0,8.97E-06,0,0,0,0.00043,6.94E-05,0,0,0,0,0,0,0,0,0,0,0.000176,0,0,0.01499,0,0,0,0.000234,0,0,1.50E-05,0,0,0,0,0,0,0.00013,0,0.000475,0,2.27E-05,7.39E-05,0.021783,0.001389,0.000201,0,0,0,0,6.53E-05,0.002568,0,5.16E-05,0,0,0,0,0,2.31E-05,0,0,0.000235,0.008276,0.000523,3.28E-05,0,0,0,0,0,0,0,0,0,4.02E-06,0,0,0,0.000944,0,0,0,5.42E-05,0,0,0.00031,0,0,0,0,0,0.013661,0,0,0,0,0,0,0,0,0,0,0.032658,0,0,0,0,0,0,0.00054,0,0.000225,0,0,0,0,0.000139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.36E-05,0.001627,0.001002,9.41E-05,0,0.000235,0,0.002036,0,0,0.007272,0.000385,0,0.001138,5.82E-05,0,0.000139,0,0,0.000404,0,0,0.000298,0,4.46E-05,0.003807,0,0,6.41E-05,0,0,0.000472,0,0,0,0.000413,0.002937,0,3.80E-05,0.000126,0,0,0,0.003329,0,0,0.001437,0.000245,0,0.000134,0,0,0.000197,0.00277,0,0,0.000228,0,0,0,0.000246,0.000114,0,0,5.70E-05,0,0.002213,0.000506,0,0.000494,0.001107,0,0.000405,0,0,0,0,0,0.005348,0.0011,0.005168,0,0,0,0.000851,0.000711,0.000808,0.000562,0.000805,0.0003,0.002458,0.00086,0.000653,0.000129,0,0.000204,0,0,8.26E-05,0.00061,0.000235,0,2.50E-05,0.000512,0.000124,0,0,0,0.006944,0,0.010268,0.001797,0,0.000876,0,0.001509,0,4.18E-05,0.000628,0.000845,0,0,0,0.000229,0.000227,0.001026,0,0.000553,0,0,0.00015,0,0,0,0,1.37E-05,0,0.001146,0.000431,0.008942,0,0.000133,0.000969,0.001603,0.001735,0.000166,2.41E-06,0.013545,0.001933,8.59E-05,0.001823,0,5.86E-05,0.002915,0.000468,0,0,0,0,0,0,0.005682,0.00046,0,0,0.018349,0.010224,0,0,0,0,0,0,0,0,0,0,0,0.084112,0.000127,0,0,0,0.007682,8.88E-05,0.000718,0.000475,0,0,0.000219,0.001597,0,0,0,0,0,0,0.003142,0,0.004899,0,0,0,0,0,0.008777,0.005629,0,0,0,0,0.00033,0,0.002262,8.88E-05,0.000366,3.19E-05,0,0,0,0,2.85E-05,0.00055,0.000773,0,0,0,0.016094,0,0,0.005299,0,0,0,0,0,0,0,0,0.000384,0,0,0,0,0,0,0,0,0,0,0,0,0.000193,0,0,0,0,0,0.000362,0,0,0,0.000314,0,0,0,0,0,0,0,0.000258,0,0,0,0,0,0,0,0,0,3.32E-05,0,0,0,0,0,0,0,0,0,0,0.007825,0,0,0.001237,0,0,0,0,0.000156,0,2.70E-05,0.000115,0,0,0.000238,0,0,0,0,0,0,0,0.000646,0.000931,0,0,0,0,0.018754,0,0,0.002027,0.000157,0,0,0,0.000207,0,0,0,0.003521,1.20E-05,0,0.000242,0,0.001325,0,0,0,0,0
