STAD	1715211	39950	1581071	46124	1596	45634	1624	40542	712288	1633	1859694	936562	936563	936595	33959	1608882	419005	69823	341694	1161412	29391	210	729	739	60133	33033	467210	712461	796942	712976	712469	1303	1739543	157688	712991	29466	1313	282402	1318	1328	665939	851	563031	76122	860	39777	39778	706435	28037	218538	187326	1852368	425941	28125	28130	28131	28132	28135	28137	1583098	157691	
READ	246787	39950	387090	310297	310298	592978	106588	328814	329854	46228	1871013	301302	33033	338188	33038	33039	1322	165179	239935	76122	360807	88431	46503	46506	154046	1450439	28111	28116	28117	28118	410072	169435	1512	1531	1535	1739279	100886	333367	39485	39486	47678	39488	39491	39492	39496	40520	387661	166486	208479	712288	936561	936562	384638	658082	29347	712359	1739435	29361	74426	341694	1735	204516	61171	102148	487174	45851	817	818	820	821	823	827	214851	1519439	851	853	860	544645	357276	1917878	376805	35833	
COAD	387090	106588	329854	450749	301302	338188	33038	33039	239935	360807	88431	154046	168384	1450439	410072	39485	39486	47678	39488	39491	39496	387661	166486	936562	658082	29347	29361	74426	457416	729	29466	45851	817	818	820	821	823	851	853	860	39778	371601	357276	35833	246787	310297	310298	592978	328814	46228	1871013	290053	1322	165179	46503	46506	28111	28116	28117	28118	169435	1512	1531	1535	333367	40520	208479	712288	384638	1735	204516	61171	102148	487174	214851	1519439	544645	376805	
ESCA	712288	936562	1660	341694	1161412	60133	712461	796942	712976	712469	1303	1313	29466	544580	665939	851	563031	76122	860	706435	28037	218538	187326	1852368	425941	28131	28132	28135	28137	1019	
HNSC	39950	46124	242750	2124	1859694	158	53418	419005	69823	1161412	31973	1261	33033	467210	796942	712976	1303	1305	189722	712991	1318	1328	713008	665939	76122	1382	386414	218538	936375	28125	28126	28127	28129	28130	28131	28132	28134	28135	28137	671230	1588755	40542	712288	936562	1660	936595	712357	35517	341694	35519	457416	729	60133	1795832	712461	712469	1739543	29466	282402	157691	1321783	824	837	851	854	563031	39777	706435	135083	187326	1852365	1852368	425941	43995	118748	157688	1019	
